RecordID_Int,ParcelNumber,SaleDate,SaleAmount,StreetName,StreetNumber,Unit
55223,610052740,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N403
55224,610052740,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N403
55225,610052750,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N404
55226,610052750,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N404
55227,610052750,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N404
55228,610052760,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N405
55229,610052760,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N405
55230,610052760,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N405
55231,610052770,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N406
55232,610052770,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N406
55233,610052770,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N406
55234,610052780,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N407
55235,610052780,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N407
55236,610052780,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N407
55237,610052790,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N408
55238,610052790,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N408
55239,610052790,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N408
55240,610052800,1994/09/08 00:00:00+00,0,LINDEN AVE,1002,S108
55241,610052800,2002/12/12 00:00:00+00,43000,LINDEN AVE,1002,S108
55242,610052800,1988/02/26 00:00:00+00,39225,LINDEN AVE,1002,S108
55243,610052801,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N409
55244,610052801,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N409
55245,610052801,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N409
55246,610052810,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N410
55247,610052810,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N410
55248,610052810,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N410
55249,610052820,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N411
55250,610052820,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N411
55251,610052820,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N411
55252,610052830,1990/10/26 00:00:00+00,0,LINDEN AVE,1000,N412
55253,610052830,2001/08/31 00:00:00+00,2350000,LINDEN AVE,1000,N412
55254,610052830,2009/08/07 00:00:00+00,0,LINDEN AVE,1000,N412
55255,610052900,1990/02/22 00:00:00+00,0,LINDEN AVE,1002,S109
55256,610052900,1998/07/31 00:00:00+00,44500,LINDEN AVE,1002,S109
55257,610052900,2013/10/04 00:00:00+00,114000,LINDEN AVE,1002,S109
55258,610052900,1990/07/31 00:00:00+00,43500,LINDEN AVE,1002,S109
55259,610052A00,1900/01/01 00:00:00+00,0,LINDEN AVE,0,
55260,610052AA0,2017/11/06 00:00:00+00,235000,LINDEN AVE,1013,A
55261,610052AA0,2014/06/13 00:00:00+00,172500,LINDEN AVE,1013,A
55262,610052AA0,2015/06/23 00:00:00+00,0,LINDEN AVE,1013,A
55263,610052B00,2006/10/18 00:00:00+00,325000,LINDEN AVE,1013,B
55264,610052C00,2006/08/31 00:00:00+00,247900,LINDEN AVE,1013,C
55265,610052C00,2012/07/23 00:00:00+00,158000,LINDEN AVE,1013,C
55266,610052D00,2015/08/03 00:00:00+00,230000,LINDEN AVE,1013,D
55267,610052D00,2007/08/10 00:00:00+00,279900,LINDEN AVE,1013,D
55268,610052D00,2018/05/30 00:00:00+00,257500,LINDEN AVE,1013,D
55269,610052E00,2010/10/20 00:00:00+00,185000,LINDEN AVE,1013,E
55270,610052F00,2007/06/28 00:00:00+00,245000,LINDEN AVE,1013,F
55271,610052F00,2019/05/01 00:00:00+00,0,LINDEN AVE,1013,F
55272,610052F00,2019/05/01 00:00:00+00,0,LINDEN AVE,1013,F
55273,610052G00,2011/04/21 00:00:00+00,188000,LINDEN AVE,1013,G
55274,610052G00,2006/06/13 00:00:00+00,249900,LINDEN AVE,1013,G
55275,610052G00,2007/09/17 00:00:00+00,208000,LINDEN AVE,1013,G
55276,610052H00,2007/08/15 00:00:00+00,229900,LINDEN AVE,1013,H
55277,610052I00,2007/11/05 00:00:00+00,269900,LINDEN AVE,1013,I
55278,610052J00,2009/08/20 00:00:00+00,217800,LINDEN AVE,1013,J
55279,610052J00,2017/06/06 00:00:00+00,235000,LINDEN AVE,1013,J
55280,610052K00,2008/06/02 00:00:00+00,275900,LINDEN AVE,1013,K
55281,610052L00,2013/07/15 00:00:00+00,175000,LINDEN AVE,1013,L
55282,610052L00,2017/12/15 00:00:00+00,219750,LINDEN AVE,1013,L
55283,610052L00,2018/06/18 00:00:00+00,0,LINDEN AVE,1013,L
55284,610052M00,2009/03/05 00:00:00+00,254900,LINDEN AVE,1013,M
55285,610052N00,2007/08/01 00:00:00+00,229900,LINDEN AVE,1013,N
55286,610052O00,2013/09/20 00:00:00+00,185000,LINDEN AVE,1013,O
55287,610052P00,2013/08/02 00:00:00+00,215000,LINDEN AVE,1013,P
55288,610052P00,2018/07/26 00:00:00+00,262886,LINDEN AVE,1013,P
55289,610052Q00,2013/07/25 00:00:00+00,215000,LINDEN AVE,1013,Q
55290,610052Q00,2019/04/22 00:00:00+00,252500,LINDEN AVE,1013,Q
55291,610052R00,2015/08/10 00:00:00+00,233900,LINDEN AVE,1013,R
55292,610052R00,2013/07/26 00:00:00+00,215000,LINDEN AVE,1013,R
55293,610052S00,2013/07/19 00:00:00+00,216200,LINDEN AVE,1013,S
55294,610052S00,2013/07/19 00:00:00+00,216200,LINDEN AVE,1013,S
55295,610052T00,2013/06/28 00:00:00+00,212000,LINDEN AVE,1013,T
55296,610052U00,2014/06/10 00:00:00+00,175000,LINDEN AVE,1013,U
55297,610052V00,2013/09/11 00:00:00+00,212000,LINDEN AVE,1013,V
55298,610052V00,2017/04/18 00:00:00+00,249000,LINDEN AVE,1013,V
55299,610052W00,2013/11/04 00:00:00+00,185000,LINDEN AVE,1013,W
55300,610052W00,2018/01/08 00:00:00+00,242000,LINDEN AVE,1013,W
55301,610052X00,2016/10/07 00:00:00+00,237000,LINDEN AVE,1013,X
55302,610052X00,2013/07/15 00:00:00+00,209000,LINDEN AVE,1013,X
55303,610052Y00,2012/04/16 00:00:00+00,220000,LINDEN AVE,1013,Y
55304,610052Z00,2019/10/31 00:00:00+00,275000,LINDEN AVE,1013,Z
55305,610052Z00,2011/06/17 00:00:00+00,239900,LINDEN AVE,1013,Z
55306,610053000,1999/09/30 00:00:00+00,63000,NASSAU ST,925,
55307,610053000,1997/04/15 00:00:00+00,0,NASSAU ST,925,
55308,610053000,1977/07/21 00:00:00+00,0,NASSAU ST,925,
55309,610053100,1999/05/27 00:00:00+00,20000,NASSAU ST,923,
55310,610053100,1970/11/12 00:00:00+00,5000,NASSAU ST,923,
55311,610053100,1989/02/10 00:00:00+00,5000,NASSAU ST,923,
55312,610053100,2016/04/15 00:00:00+00,50000,NASSAU ST,923,
55313,610053100,2016/11/22 00:00:00+00,160140,NASSAU ST,923,
55314,610053200,2015/05/08 00:00:00+00,0,NASSAU ST,921,
55315,610053200,2002/11/21 00:00:00+00,0,NASSAU ST,921,
55316,610053200,1997/03/31 00:00:00+00,75000,NASSAU ST,921,
55317,610053200,1962/10/10 00:00:00+00,500,NASSAU ST,921,
55318,610054100,1989/12/14 00:00:00+00,78000,LINDEN AVE,1007,
55319,610054100,1977/08/03 00:00:00+00,0,LINDEN AVE,1007,
55320,610054100,2015/05/26 00:00:00+00,0,LINDEN AVE,1007,
55321,610055000,1995/06/23 00:00:00+00,101000,LINDEN AVE,1009,
55322,610055000,2002/02/27 00:00:00+00,0,LINDEN AVE,1009,
55323,610056000,2019/02/15 00:00:00+00,1550000,LINDEN AVE,1011,
55324,610056000,1968/12/30 00:00:00+00,42500,LINDEN AVE,1011,
55325,610057000,2007/08/29 00:00:00+00,650000,MONTICELLO RD,1800,
55326,610057000,1995/02/17 00:00:00+00,112000,MONTICELLO RD,1800,
55327,610057000,2012/07/23 00:00:00+00,1873000,MONTICELLO RD,1800,
55328,610057000,1987/06/30 00:00:00+00,200000,MONTICELLO RD,1800,
55329,610057000,2011/06/01 00:00:00+00,1831292,MONTICELLO RD,1800,
55330,610057200,1987/03/03 00:00:00+00,0,RIVES ST,0,
55331,610057200,1976/11/10 00:00:00+00,30000,RIVES ST,0,
55332,610057300,1987/03/03 00:00:00+00,0,RIVES ST,950,
55333,610057300,1976/11/10 00:00:00+00,30000,RIVES ST,950,
55334,610057400,2012/01/12 00:00:00+00,315000,LINDEN AVE,0,
55335,610057400,1963/04/01 00:00:00+00,4000,LINDEN AVE,0,
55336,610057500,2012/01/12 00:00:00+00,315000,LINDEN AVE,0,
55337,610057500,1963/04/01 00:00:00+00,4000,LINDEN AVE,0,
55338,610057600,2012/01/12 00:00:00+00,315000,LINDEN AVE,1021,
55339,610057600,1963/04/01 00:00:00+00,4000,LINDEN AVE,1021,
55340,610057A00,1900/01/01 00:00:00+00,0,RIVES ST,970,
55341,610058000,1992/03/20 00:00:00+00,45000,RIVES ST,942,
55342,610058000,1970/08/10 00:00:00+00,0,RIVES ST,942,
55343,610058000,2016/02/26 00:00:00+00,1000,RIVES ST,942,
55344,610059000,1960/06/21 00:00:00+00,4000,RIVES ST,936,
55345,610059000,2018/09/25 00:00:00+00,257000,RIVES ST,936,
55346,610059100,1959/03/11 00:00:00+00,475,RIVES ST,932,
55347,610060000,1991/03/22 00:00:00+00,59000,RIVES ST,928,
55348,610060000,1965/11/30 00:00:00+00,10500,RIVES ST,928,
55349,610061000,2016/02/26 00:00:00+00,0,RIVES ST,918,
55350,610061000,1900/01/01 00:00:00+00,0,RIVES ST,918,
55351,610063000,1991/05/28 00:00:00+00,43500,RIVES ST,908,
55352,610063000,1988/09/21 00:00:00+00,35000,RIVES ST,908,
55353,610063000,2013/09/06 00:00:00+00,80000,RIVES ST,908,
55354,610064000,1979/06/29 00:00:00+00,25200,RIVES ST,906,
55355,610064000,2016/06/14 00:00:00+00,0,RIVES ST,906,
55356,610065000,2016/09/13 00:00:00+00,109000,RIVES ST,900,
55357,610065000,2008/03/07 00:00:00+00,143000,RIVES ST,900,
55358,610065000,1996/01/16 00:00:00+00,35000,RIVES ST,900,
55359,610065000,1981/03/20 00:00:00+00,0,RIVES ST,900,
55360,610065000,2003/06/13 00:00:00+00,95000,RIVES ST,900,
55361,610065000,2017/04/28 00:00:00+00,281000,RIVES ST,900,
55362,610065100,1991/11/08 00:00:00+00,45000,RIVES ST,902,
55363,610065100,1984/02/03 00:00:00+00,29000,RIVES ST,902,
55364,610065200,2003/01/07 00:00:00+00,114700,RIVES ST,904,
55365,610065200,1999/12/06 00:00:00+00,0,RIVES ST,904,
55366,610065200,1999/08/19 00:00:00+00,0,RIVES ST,904,
55367,610065200,1992/03/17 00:00:00+00,0,RIVES ST,904,
55368,610065200,1987/11/19 00:00:00+00,0,RIVES ST,904,
55369,610065200,2008/04/30 00:00:00+00,150000,RIVES ST,904,
55370,610066000,1993/07/12 00:00:00+00,0,FLORENCE RD,200,
55371,610066000,2006/10/06 00:00:00+00,180000,FLORENCE RD,200,
55372,610066000,1993/07/28 00:00:00+00,54000,FLORENCE RD,200,
55373,610066000,2001/08/15 00:00:00+00,92500,FLORENCE RD,200,
55374,610066000,2019/01/25 00:00:00+00,220000,FLORENCE RD,200,
55375,610067000,2015/12/01 00:00:00+00,0,FLORENCE RD,202,
55376,610067000,2000/06/07 00:00:00+00,0,FLORENCE RD,202,
55377,610067000,1991/08/15 00:00:00+00,0,FLORENCE RD,202,
55378,610067000,1993/01/08 00:00:00+00,20000,FLORENCE RD,202,
55379,610067000,2015/12/14 00:00:00+00,38000,FLORENCE RD,202,
55380,610068000,2016/06/08 00:00:00+00,100000,FLORENCE RD,204,
55381,610068000,1951/11/10 00:00:00+00,3800,FLORENCE RD,204,
55382,610069000,2007/07/02 00:00:00+00,127000,FLORENCE RD,1408,
55383,610069000,2007/05/31 00:00:00+00,0,FLORENCE RD,1408,
55384,610069000,1970/06/25 00:00:00+00,5000,FLORENCE RD,1408,
55385,610070000,2017/02/23 00:00:00+00,0,NASSAU ST,907,
55386,610070000,2016/11/28 00:00:00+00,235000,NASSAU ST,907,
55387,610070000,2017/10/13 00:00:00+00,329000,NASSAU ST,907,
55388,610070000,1950/05/20 00:00:00+00,175,NASSAU ST,907,
55389,610070000,2019/09/17 00:00:00+00,0,NASSAU ST,907,
55390,610070000,1990/08/23 00:00:00+00,0,NASSAU ST,907,
55391,610071000,1990/08/23 00:00:00+00,0,FLORENCE RD,1412,
55392,610071000,1953/10/24 00:00:00+00,350,FLORENCE RD,1412,
55393,610071000,2017/04/06 00:00:00+00,73000,FLORENCE RD,1412,
55394,610071000,2016/11/28 00:00:00+00,235000,FLORENCE RD,1412,
55395,610071000,2019/05/30 00:00:00+00,350000,FLORENCE RD,1412,
55396,610072000,2007/12/16 00:00:00+00,0,NASSAU ST,901,
55397,610072000,2007/04/12 00:00:00+00,0,NASSAU ST,901,
55398,610072000,1973/06/14 00:00:00+00,10000,NASSAU ST,901,
55399,610072100,2017/12/13 00:00:00+00,320000,NASSAU ST,903,
55400,610072100,1975/04/15 00:00:00+00,3500,NASSAU ST,903,
55401,610072100,1990/08/23 00:00:00+00,0,NASSAU ST,903,
55402,610072100,2016/11/28 00:00:00+00,235000,NASSAU ST,903,
55403,610072100,2020/04/17 00:00:00+00,0,NASSAU ST,903,
55404,610073000,2017/02/23 00:00:00+00,0,NASSAU ST,905,
55405,610073000,1990/08/23 00:00:00+00,0,NASSAU ST,905,
55406,610073000,1966/05/03 00:00:00+00,6800,NASSAU ST,905,
55407,610073000,2016/11/28 00:00:00+00,235000,NASSAU ST,905,
55408,610073000,2019/06/06 00:00:00+00,205000,NASSAU ST,905,
55409,610075000,1966/07/05 00:00:00+00,27700,NASSAU ST,909,
55410,610075000,2009/07/01 00:00:00+00,275000,NASSAU ST,909,
55411,610075000,2016/12/30 00:00:00+00,0,NASSAU ST,909,
55412,610077000,2009/07/01 00:00:00+00,275000,NASSAU ST,911,
55413,610077000,1965/07/19 00:00:00+00,5000,NASSAU ST,911,
55414,610077000,2016/12/30 00:00:00+00,0,NASSAU ST,911,
55415,610077100,2009/07/01 00:00:00+00,275000,NASSAU ST,913,
55416,610077100,1974/11/27 00:00:00+00,6000,NASSAU ST,913,
55417,610077100,2016/12/30 00:00:00+00,0,NASSAU ST,913,
55418,610078000,1977/06/15 00:00:00+00,11000,NASSAU ST,915,
55419,610079000,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55420,610079000,2018/12/27 00:00:00+00,106000,NASSAU ST,0,
55421,610079000,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55422,610079100,1984/10/12 00:00:00+00,0,NASSAU ST,0,
55423,610079100,1981/06/03 00:00:00+00,85125,NASSAU ST,0,
55424,610079100,2018/11/06 00:00:00+00,45000,NASSAU ST,0,
55425,610079101,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55426,610079101,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55427,610079101,1985/06/14 00:00:00+00,0,NASSAU ST,0,
55428,610079101,2018/08/29 00:00:00+00,88000,NASSAU ST,0,
55429,610079110,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55430,610079110,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55431,610079110,1985/06/14 00:00:00+00,0,NASSAU ST,0,
55432,610079110,2018/08/29 00:00:00+00,88000,NASSAU ST,0,
55433,610079120,2020/02/19 00:00:00+00,215000,NASSAU ST,820,
55434,610079120,2008/05/15 00:00:00+00,0,NASSAU ST,820,
55435,610079120,1985/06/14 00:00:00+00,0,NASSAU ST,820,
55436,610079120,2015/12/28 00:00:00+00,0,NASSAU ST,820,
55437,610079120,2017/09/25 00:00:00+00,120000,NASSAU ST,820,
55438,610079130,2015/12/28 00:00:00+00,0,NASSAU ST,818,
55439,610079130,1985/06/14 00:00:00+00,1,NASSAU ST,818,
55440,610079130,2017/09/25 00:00:00+00,120000,NASSAU ST,818,
55441,610079130,2020/02/13 00:00:00+00,215000,NASSAU ST,818,
55442,610079130,2008/05/15 00:00:00+00,0,NASSAU ST,818,
55443,610079140,2017/09/25 00:00:00+00,120000,NASSAU ST,814,
55444,610079140,1985/06/14 00:00:00+00,1,NASSAU ST,814,
55445,610079140,2015/12/28 00:00:00+00,0,NASSAU ST,814,
55446,610079140,2008/05/15 00:00:00+00,0,NASSAU ST,814,
55447,610079140,2020/02/18 00:00:00+00,215000,NASSAU ST,814,
55448,610079150,2020/02/13 00:00:00+00,215000,NASSAU ST,812,
55449,610079150,2008/05/15 00:00:00+00,0,NASSAU ST,812,
55450,610079150,2017/09/25 00:00:00+00,120000,NASSAU ST,812,
55451,610079150,1985/06/14 00:00:00+00,0,NASSAU ST,812,
55452,610079150,2015/12/28 00:00:00+00,0,NASSAU ST,812,
55453,610079160,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55454,610079160,1986/04/03 00:00:00+00,0,NASSAU ST,0,
55455,610079160,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55456,610079160,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55457,610079170,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55458,610079170,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55459,610079170,1986/04/03 00:00:00+00,0,NASSAU ST,0,
55460,610079170,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55461,610079180,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55462,610079180,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55463,610079180,1986/04/03 00:00:00+00,0,NASSAU ST,0,
55464,610079180,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55465,610079190,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55466,610079190,1986/04/03 00:00:00+00,0,NASSAU ST,0,
55467,610079190,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55468,610079190,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55469,610079200,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55470,610079200,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55471,610079200,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55472,610079200,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55473,610079200,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55474,610079201,1998/02/24 00:00:00+00,36800,NASSAU ST,918,
55475,610079201,2018/12/27 00:00:00+00,106000,NASSAU ST,918,
55476,610079300,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55477,610079300,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55478,610079300,2019/05/21 00:00:00+00,0,NASSAU ST,0,
55479,610079300,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55480,610079300,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55481,610079300,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55482,610079400,2019/05/21 00:00:00+00,0,NASSAU ST,0,
55483,610079400,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55484,610079400,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55485,610079400,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55486,610079400,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55487,610079400,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55488,610079500,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55489,610079500,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55490,610079500,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55491,610079500,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55492,610079500,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55493,610079600,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55494,610079600,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55495,610079600,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55496,610079600,2015/12/30 00:00:00+00,0,NASSAU ST,0,
55497,610079600,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55498,610079700,2019/06/21 00:00:00+00,0,NASSAU ST,0,
55499,610079700,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55500,610079700,1985/04/16 00:00:00+00,0,NASSAU ST,0,
55501,610079700,2019/04/29 00:00:00+00,0,NASSAU ST,0,
55502,610079700,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55503,610079800,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55504,610079800,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55505,610079800,1985/06/14 00:00:00+00,0,NASSAU ST,0,
55506,610079800,2018/08/29 00:00:00+00,88000,NASSAU ST,0,
55507,610079900,2008/05/15 00:00:00+00,0,NASSAU ST,0,
55508,610079900,1985/06/14 00:00:00+00,0,NASSAU ST,0,
55509,610079900,2015/12/28 00:00:00+00,0,NASSAU ST,0,
55510,610079900,2018/08/29 00:00:00+00,88000,NASSAU ST,0,
55511,610080000,1969/05/20 00:00:00+00,4000,NASSAU ST,914,
55512,610081000,1992/08/28 00:00:00+00,20000,NASSAU ST,912,
55513,610081000,1992/02/21 00:00:00+00,15000,NASSAU ST,912,
55514,610081000,2012/06/19 00:00:00+00,88000,NASSAU ST,912,
55515,610081000,2009/10/07 00:00:00+00,0,NASSAU ST,912,
55516,610081000,2015/06/04 00:00:00+00,134700,NASSAU ST,912,
55517,610082000,2009/10/07 00:00:00+00,0,NASSAU ST,910,
55518,610082000,2018/11/08 00:00:00+00,340000,NASSAU ST,910,
55519,610082000,2012/06/19 00:00:00+00,88000,NASSAU ST,910,
55520,610082000,2015/12/03 00:00:00+00,13000,NASSAU ST,910,
55521,610082000,1970/01/08 00:00:00+00,6000,NASSAU ST,910,
55522,610083100,1900/01/01 00:00:00+00,0,FRANKLIN ST,0,
55523,610084000,1986/09/17 00:00:00+00,14000,NASSAU ST,817,
55524,610084000,1985/09/09 00:00:00+00,0,NASSAU ST,817,
55525,610084100,1964/03/30 00:00:00+00,19000,NASSAU ST,815,
55526,610084100,2018/03/28 00:00:00+00,0,NASSAU ST,815,
55527,610084100,1993/06/22 00:00:00+00,100000,NASSAU ST,815,
55528,610084200,1991/10/22 00:00:00+00,0,FLORENCE RD,1407,
55529,610084200,1969/01/27 00:00:00+00,3700,FLORENCE RD,1407,
55530,610084200,2008/06/20 00:00:00+00,0,FLORENCE RD,1407,
55531,610084200,2019/11/21 00:00:00+00,145000,FLORENCE RD,1407,
55532,610084300,1972/06/27 00:00:00+00,9500,NASSAU ST,821,
55533,610084300,1981/07/07 00:00:00+00,0,NASSAU ST,821,
55534,610084300,2011/10/28 00:00:00+00,65000,NASSAU ST,821,
55535,610084300,2003/09/05 00:00:00+00,0,NASSAU ST,821,
55536,610084400,2019/02/04 00:00:00+00,0,NASSAU ST,813,
55537,610084400,2018/03/28 00:00:00+00,0,NASSAU ST,813,
55538,610084400,1993/06/22 00:00:00+00,100000,NASSAU ST,813,
55539,610084400,1964/03/30 00:00:00+00,19000,NASSAU ST,813,
55540,610085000,1972/05/25 00:00:00+00,8000,RIVES ST,812,
55541,610085000,1992/10/30 00:00:00+00,60000,RIVES ST,812,
55542,610085000,2008/08/11 00:00:00+00,0,RIVES ST,812,
55543,610085000,2018/11/30 00:00:00+00,207500,RIVES ST,812,
55544,610085000,2018/11/30 00:00:00+00,0,RIVES ST,812,
55545,610085000,2019/02/22 00:00:00+00,337000,RIVES ST,812,
55546,610086000,1978/11/30 00:00:00+00,6000,RIVES ST,808,
55547,610087000,2010/12/29 00:00:00+00,28000,RIVES ST,804,
55548,610087000,1999/02/01 00:00:00+00,52000,RIVES ST,804,
55549,610087000,2007/09/07 00:00:00+00,32000,RIVES ST,804,
55550,610087000,2018/04/24 00:00:00+00,155000,RIVES ST,804,
55551,610087000,1999/01/28 00:00:00+00,52000,RIVES ST,804,
55552,610087000,1990/05/14 00:00:00+00,0,RIVES ST,804,
55553,610087000,1993/08/10 00:00:00+00,43800,RIVES ST,804,
55554,610088000,1996/08/30 00:00:00+00,77500,RIVES ST,802,
55555,610088000,2015/09/24 00:00:00+00,0,RIVES ST,802,
55556,610088000,2005/10/21 00:00:00+00,0,RIVES ST,802,
55557,610088000,1990/02/16 00:00:00+00,65700,RIVES ST,802,
55558,610089000,1997/03/17 00:00:00+00,0,HAMPTON ST,1404,
55559,610089000,2016/07/26 00:00:00+00,0,HAMPTON ST,1404,
55560,610089000,2010/02/03 00:00:00+00,85000,HAMPTON ST,1404,
55561,610089000,2010/10/01 00:00:00+00,165000,HAMPTON ST,1404,
55562,610089000,1996/08/30 00:00:00+00,0,HAMPTON ST,1404,
55563,610089000,2009/11/24 00:00:00+00,0,HAMPTON ST,1404,
55564,610089000,2016/05/23 00:00:00+00,170000,HAMPTON ST,1404,
55565,610090000,2003/06/17 00:00:00+00,255000,HAMPTON ST,1408,
55566,610090000,2002/11/22 00:00:00+00,32000,HAMPTON ST,1408,
55567,610090000,2010/01/05 00:00:00+00,147000,HAMPTON ST,1408,
55568,610090000,2005/08/16 00:00:00+00,0,HAMPTON ST,1408,
55569,610090000,2018/08/29 00:00:00+00,0,HAMPTON ST,1408,
55570,610090000,1995/12/30 00:00:00+00,0,HAMPTON ST,1408,
55571,610090000,1981/09/29 00:00:00+00,31000,HAMPTON ST,1408,
55572,610090100,2005/08/16 00:00:00+00,0,HAMPTON ST,1414,
55573,610090100,2002/11/22 00:00:00+00,32000,HAMPTON ST,1414,
55574,610090100,2003/06/17 00:00:00+00,255000,HAMPTON ST,1414,
55575,610090100,1995/12/30 00:00:00+00,0,HAMPTON ST,1414,
55576,610090100,1972/11/30 00:00:00+00,22500,HAMPTON ST,1414,
55577,610090100,2008/09/02 00:00:00+00,215000,HAMPTON ST,1414,
55578,610090200,2009/02/05 00:00:00+00,199900,HAMPTON ST,1410,
55579,610090200,2008/10/31 00:00:00+00,55000,HAMPTON ST,1410,
55580,610090300,2009/06/16 00:00:00+00,218100,HAMPTON ST,1412,
55581,610090300,2008/10/31 00:00:00+00,55000,HAMPTON ST,1412,
55582,610090300,2019/07/09 00:00:00+00,302000,HAMPTON ST,1412,
55583,610091000,1993/10/12 00:00:00+00,0,NASSAU ST,809,
55584,610091000,1971/08/03 00:00:00+00,6200,NASSAU ST,809,
55585,610091000,1998/08/11 00:00:00+00,0,NASSAU ST,809,
55586,610091100,2004/07/01 00:00:00+00,174900,HAMPTON ST,1416,
55587,610091100,1999/12/22 00:00:00+00,55000,HAMPTON ST,1416,
55588,610091100,1994/02/07 00:00:00+00,0,HAMPTON ST,1416,
55589,610091100,1993/03/31 00:00:00+00,52000,HAMPTON ST,1416,
55590,610092000,2002/12/12 00:00:00+00,0,NASSAU ST,807,
55591,610092000,1971/08/03 00:00:00+00,6200,NASSAU ST,807,
55592,610092000,1993/10/12 00:00:00+00,0,NASSAU ST,807,
55593,610092000,2005/07/06 00:00:00+00,0,NASSAU ST,807,
55594,610093000,1984/09/25 00:00:00+00,20659,HAMPTON ST,1418,
55595,610093000,1984/04/24 00:00:00+00,20880,HAMPTON ST,1418,
55596,610094000,1996/03/08 00:00:00+00,12500,NASSAU ST,802,
55597,610094000,1994/02/07 00:00:00+00,0,NASSAU ST,802,
55598,610094000,2004/03/01 00:00:00+00,78000,NASSAU ST,802,
55599,610094000,2014/01/08 00:00:00+00,153000,NASSAU ST,802,
55600,610094000,2004/09/27 00:00:00+00,195000,NASSAU ST,802,
55601,610094000,2016/03/18 00:00:00+00,85000,NASSAU ST,802,
55602,610094000,2004/01/15 00:00:00+00,120000,NASSAU ST,802,
